Stock_NO,종목명,상장주식수(주),Market
25750,한솔홈데코,"80,565,149",kospi
4960,한신공영,"10,166,455",kospi
11700,한신기계,"32,446,151",kospi
1750,한양증권,"12,728,534",kospi
18880,한온시스템,"533,800,000",kospi
9420,한올바이오파마,"52,240,638",kospi
14130,한익스프레스,"1,200,000",kospi
3300,한일시멘트,"7,545,313",kospi
2220,한일철강,"2,040,000",kospi
51600,한전KPS,"45,000,000",kospi
52690,한전기술,"38,220,000",kospi
130660,한전산업,"32,600,000",kospi
2320,한진,"11,974,656",kospi
97230,한진중공업,"106,052,508",kospi
3480,한진중공업홀딩스,"29,529,812",kospi
180640,한진칼,"59,170,458",kospi
117930,한진해운,"245,269,947",kospi
5110,한창,"34,458,589",kospi
9460,한창제지,"59,667,486",kospi
880,한화,"74,958,735",kospi
27390,한화갤러리아타임월드,"6,000,131",kospi
88350,한화생명,"868,530,000",kospi
370,한화손해보험,"90,738,915",kospi
9830,한화케미칼,"164,809,359",kospi
12450,한화테크윈,"53,130,000",kospi
3530,한화투자증권,"172,442,511",kospi
15540,핫텍,"3,494,097",kospi
195870,해성디에스,"17,000,000",kospi
101530,해태제과식품,"29,116,822",kospi
143210,핸즈코퍼레이션,"21,646,800",kospi
89470,현대EP,"31,900,000",kospi
720,현대건설,"111,355,765",kospi
5440,현대그린푸드,"97,704,482",kospi
86280,현대글로비스,"37,500,000",kospi
64350,현대로템,"85,000,000",kospi
79430,현대리바트,"17,261,650",kospi
12330,현대모비스,"97,343,863",kospi
10620,현대미포조선,"20,000,000",kospi
69960,현대백화점,"23,402,441",kospi
4560,현대비앤지스틸,"15,078,811",kospi
12630,현대산업,"75,384,180",kospi
11760,현대상사,"13,228,966",kospi
11200,현대상선,"177,861,977",kospi
6390,현대시멘트,"16,758,544",kospi
227840,현대씨앤에프,"9,100,836",kospi
4310,현대약품,"28,000,000",kospi
126560,현대에이치씨엔,"112,876,596",kospi
17800,현대엘리베이,"24,632,513",kospi
11210,현대위아,"27,195,083",kospi
4020,현대제철,"133,445,785",kospi
9540,현대중공업,"76,000,000",kospi
5380,현대차,"220,276,479",kospi
1450,현대해상,"89,400,000",kospi
57050,현대홈쇼핑,"12,000,000",kospi
93240,형지엘리트,"17,831,138",kospi
3010,혜인,"12,712,747",kospi
111110,호전실업,"8,000,000",kospi
8770,호텔신라,"39,248,121",kospi
2460,화성산업,"12,450,800",kospi
13520,화승알앤에이,"6,456,121",kospi
241590,화승엔터프라이즈,"26,929,479",kospi
6060,화승인더,"55,320,000",kospi
10690,화신,"34,920,410",kospi
133820,화인베스틸,"32,100,000",kospi
10660,화천기계,"2,200,000",kospi
850,화천기공,"2,200,000",kospi
16580,환인제약,"18,600,070",kospi
32560,황금에스티,"14,000,000",kospi
4800,효성,"35,117,455",kospi
94280,효성ITX,"11,558,200",kospi
93370,후성,"92,399,753",kospi
81660,휠라코리아,"11,458,014",kospi
5870,휴니드,"14,028,015",kospi
79980,휴비스,"34,500,000",kospi
5010,휴스틸,"6,918,617",kospi
69260,휴켐스,"40,878,588",kospi
540,흥국화재,"64,242,645",kospi
3280,흥아해운,"127,713,430",kospi
60310,3S,"41,974,138",kosdaq
54620,AP시스템,"25,609,961",kosdaq
211270,AP위성,"15,014,804",kosdaq
32040,C&S자산관리,"28,554,841",kosdaq
130960,CJ E&M,"38,732,089",kosdaq
35760,CJ오쇼핑,"6,215,518",kosdaq
51500,CJ프레시웨이,"11,871,586",kosdaq
58820,CMG제약,"108,707,244",kosdaq
23460,CNH,"37,200,000",kosdaq
65770,CS,"18,835,150",kosdaq
83660,CSA 코스믹,"19,205,147",kosdaq
68790,DMS,"22,572,487",kosdaq
241520,DSC인베스트먼트,"17,500,000",kosdaq
37370,EG,"7,500,000",kosdaq
79190,EMW,"27,870,149",kosdaq
130500,GH신소재,"7,000,000",kosdaq
32860,GMR 머티리얼즈,"59,958,840",kosdaq
900290,GRT,"67,375,000",kosdaq
83450,GST,"9,317,745",kosdaq
28150,GS홈쇼핑,"6,562,500",kosdaq
78150,HB테크놀러지,"77,158,440",kosdaq
36640,HRS,"16,354,800",kosdaq
225430,IBKS제3호스팩,"4,500,000",kosdaq
254120,IBKS제5호스팩,"4,500,000",kosdaq
252500,IBKS지엠비스팩,"5,315,000",kosdaq
95340,ISC,"12,957,132",kosdaq
99520,ITX엠투엠,"14,113,383",kosdaq
67290,JW신약,"39,044,958",kosdaq
35900,JYP Ent.,"34,043,012",kosdaq
24120,KB오토시스,"11,500,000",kosdaq
21320,KCC건설,"21,400,000",kosdaq
36670,KCI,"11,270,000",kosdaq
44180,KD건설,"252,486,194",kosdaq
151860,KG ETS,"36,000,000",kosdaq
46440,KG모빌리언스,"20,711,421",kosdaq
35600,KG이니시스,"26,580,081",kosdaq
60720,KH바텍,"20,000,000",kosdaq
83470,KJ프리텍,"21,273,036",kosdaq
122450,KMH,"13,473,695",kosdaq
52900,KMH하이텍,"43,755,258",kosdaq
58400,KNN,"132,429,720",kosdaq
114450,KPX생명과학,"15,000,000",kosdaq
36030,KTH,"35,715,022",kosdaq
43610,KT뮤직,"41,813,833",kosdaq
60370,KT서브마린,"21,900,000",kosdaq
159910,MBK,"73,843,796",kosdaq
86960,MDS테크,"8,825,608",kosdaq
65150,MPK,"80,808,407",kosdaq
160550,NEW,"27,406,106",kosdaq
60250,NHN한국사이버결제,"18,344,243",kosdaq
30190,NICE평가정보,"60,714,820",kosdaq
24940,PN풍년,"10,000,000",kosdaq
91340,S&K폴리텍,"8,736,817",kosdaq
950110,SBI액시즈,"21,365,400",kosdaq
19550,SBI인베스트먼트,"162,066,575",kosdaq
46140,SBS콘텐츠허브,"21,463,555",kosdaq
36120,SCI평가정보,"35,500,000",kosdaq
99220,SDN,"35,169,085",kosdaq
36540,SFA반도체,"139,365,674",kosdaq
40610,SG&G,"34,087,196",kosdaq
49470,SGA,"85,543,678",kosdaq
184230,SGA솔루션즈,"25,655,936",kosdaq
90730,SIMPAC METALLOY,"13,000,000",kosdaq
207930,SK1호스팩,"5,500,000",kosdaq
232330,SK3호스팩,"3,600,000",kosdaq
57500,SKC 솔믹스,"61,494,040",kosdaq
178920,SKC코오롱PI,"29,366,322",kosdaq
36490,SK머티리얼즈,"10,547,673",kosdaq
52260,SK바이오랜드,"15,000,000",kosdaq
48550,SM C&C,"69,532,552",kosdaq
89230,THE E&M,"18,372,196",kosdaq
32540,TJ미디어,"13,931,609",kosdaq
48770,TPC,"12,900,000",kosdaq
52300,W홀딩컴퍼니,"105,321,000",kosdaq
40300,YTN,"42,000,000",kosdaq
51390,YW,"11,355,368",kosdaq
52220,iMBC,"23,000,000",kosdaq
79940,가비아,"13,535,684",kosdaq
78890,가온미디어,"13,408,230",kosdaq
192410,감마누,"3,610,200",kosdaq
24840,갑을메탈,"31,241,496",kosdaq
217730,강스템바이오텍,"14,236,650",kosdaq
94480,갤럭시아컴즈,"32,693,543",kosdaq
63080,게임빌,"6,522,376",kosdaq
39240,경남스틸,"5,000,000",kosdaq
53950,경남제약,"11,248,376",kosdaq
11040,경동제약,"13,275,000",kosdaq
139050,경봉,"20,148,710",kosdaq
24910,경창산업,"17,560,000",kosdaq
89890,고려반도체,"8,426,114",kosdaq
49720,고려신용정보,"14,300,000",kosdaq
14570,고려제약,"11,000,000",kosdaq
98460,고영,"13,668,951",kosdaq
206660,골든브릿지제2호스팩,"3,900,000",kosdaq
219580,골든브릿지제3호스팩,"4,900,000",kosdaq
227950,골든브릿지제4호스팩,"7,550,000",kosdaq
900280,골든센츄리,"29,800,000",kosdaq
215000,골프존,"6,275,415",kosdaq
121440,골프존유원홀딩스,"42,836,818",kosdaq
14200,광림,"48,498,486",kosdaq
26910,광진실업,"6,405,405",kosdaq
90150,광진윈텍,"9,658,393",kosdaq
223040,교보5호스팩,"5,430,000",kosdaq
242040,교보비엔케이스팩,"7,110,000",kosdaq
53270,구영테크,"19,794,174",kosdaq
66620,국보디자인,"7,500,000",kosdaq
43650,국순당,"17,858,304",kosdaq
6050,국영지앤엠,"34,237,349",kosdaq
60480,국일신동,"11,090,000",kosdaq
78130,국일제지,"115,998,080",kosdaq
19010,그랜드백화점,"4,820,000",kosdaq
900070,글로벌에스엠,"53,407,947",kosdaq
19660,글로본,"28,001,047",kosdaq
53260,금강철강,"18,720,000",kosdaq
58370,금성테크,"26,178,686",kosdaq
36190,금화피에스시,"6,000,000",kosdaq
49080,기가레인,"17,704,421",kosdaq
35460,기산텔레콤,"14,577,340",kosdaq
187790,나노,"39,225,943",kosdaq
151910,나노스,"96,420,872",kosdaq
121600,나노신소재,"10,848,333",kosdaq
39860,나노엔텍,"24,438,338",kosdaq
91970,나노캠텍,"19,998,251",kosdaq
51490,나라엠앤디,"14,200,000",kosdaq
190510,나무가,"3,384,113",kosdaq
89600,나스미디어,"8,754,691",kosdaq
138610,나이벡,"5,433,576",kosdaq
130580,나이스디앤비,"15,400,000",kosdaq
36800,나이스정보통신,"10,000,000",kosdaq
91590,남화토건,"11,740,000",kosdaq
168330,내츄럴엔도텍,"19,476,432",kosdaq
72770,네오디안테크놀로지,"30,309,683",kosdaq
212560,네오오토,"7,874,963",kosdaq
95660,네오위즈게임즈,"21,915,008",kosdaq
42420,네오위즈홀딩스,"8,856,866",kosdaq
85910,네오티스,"11,013,678",kosdaq
92730,네오팜,"7,461,237",kosdaq
101400,네오피델리티,"13,762,914",kosdaq
153460,네이블,"6,530,014",kosdaq
7390,네이처셀,"50,809,351",kosdaq
33640,네패스,"21,825,174",kosdaq
87730,네패스신소재,"2,860,000",kosdaq
73070,넥센테크,"14,500,000",kosdaq
89140,넥스턴,"11,846,520",kosdaq
65170,넥스트BT,"39,742,341",kosdaq
139670,넥스트리밍,"7,016,911",kosdaq
51980,넥스트바이오홀딩스,"19,593,770",kosdaq
137940,넥스트아이,"11,969,004",kosdaq
92600,넥스트칩,"13,447,500",kosdaq
41140,넥슨지티,"35,373,322",kosdaq
217270,넵튠,"94,742,014",kosdaq
144510,녹십자랩셀,"10,554,054",kosdaq
31390,녹십자셀,"11,695,939",kosdaq
142280,녹십자엠에스,"9,560,000",kosdaq
54050,농우바이오,"14,300,000",kosdaq
40160,누리텔레콤,"12,055,535",kosdaq
69140,누리플랜,"4,540,083",kosdaq
126870,뉴로스,"14,191,985",kosdaq
60260,뉴보텍,"24,613,919",kosdaq
12340,뉴인텍,"49,125,160",kosdaq
222040,뉴트리바이오텍,"10,314,000",kosdaq
144960,뉴파워프라즈마,"8,107,472",kosdaq
900100,뉴프라이드,"49,469,743",kosdaq
85670,뉴프렉스,"13,484,658",kosdaq
53290,능률교육,"11,549,500",kosdaq
222810,닉스테크,"15,239,200",kosdaq
119860,다나와,"13,074,822",kosdaq
64260,다날,"42,418,431",kosdaq
93640,다믈멀티미디어,"6,500,276",kosdaq
39560,다산네트웍스,"21,630,258",kosdaq
32190,다우데이타,"38,300,000",kosdaq
68240,다원시스,"24,297,142",kosdaq
20400,대동금속,"480,000",kosdaq
8830,대동기어,"898,752",kosdaq
48470,대동스틸,"10,000,000",kosdaq
4780,대륙제관,"15,903,199",kosdaq
17650,대림제지,"45,000,000",kosdaq
7720,대명코퍼레이션,"100,800,450",kosdaq
78140,대봉엘에스,"11,086,579",kosdaq
36480,대성미생물,"380,000",kosdaq
25440,대성엘텍,"99,112,148",kosdaq
27830,대성창투,"40,000,000",kosdaq
104040,대성파인텍,"28,203,367",kosdaq
232140,대신밸런스제2호스팩,"10,620,000",kosdaq
20180,대신정보통신,"38,428,915",kosdaq
45390,대아티아이,"71,151,522",kosdaq
108380,대양전기공업,"9,567,333",kosdaq
6580,대양제지,"2,685,000",kosdaq
215480,대우SBI스팩1호,"3,535,000",kosdaq
204440,대우스팩2호,"5,750,000",kosdaq
215580,대우스팩3호,"5,410,000",kosdaq
48910,대원미디어,"12,578,946",kosdaq
5710,대원산업,"18,216,000",kosdaq
71460,대유위니아,"24,111,530",kosdaq
120240,대정화금,"6,048,727",kosdaq
3310,대주산업,"35,392,350",kosdaq
78600,대주전자재료,"13,259,245",kosdaq
65690,대진디엠피,"13,648,051",kosdaq
96350,대창솔루션,"11,200,000",kosdaq
140520,대창스틸,"14,566,000",kosdaq
131220,대한과학,"7,156,281",kosdaq
10170,대한광통신,"46,962,073",kosdaq
54670,대한뉴팜,"14,354,920",kosdaq
23910,대한약품,"6,000,000",kosdaq
21040,대호피앤씨,"50,112,826",kosdaq
67080,대화제약,"18,224,974",kosdaq
192080,더블유게임즈,"17,383,775",kosdaq
213420,덕산네오룩스,"12,007,770",kosdaq
77360,덕산하이메탈,"22,718,501",kosdaq
90410,덕신하우징,"8,012,000",kosdaq
194480,데브시스터즈,"11,089,095",kosdaq
17680,데코앤이,"68,800,431",kosdaq
206560,덱스터,"21,783,809",kosdaq
67990,도이치모터스,"26,263,308",kosdaq
100130,동국S&C,"57,143,000",kosdaq
5160,동국산업,"54,244,482",kosdaq
75970,동국알앤에스,"18,400,000",kosdaq
86450,동국제약,"8,892,000",kosdaq
99410,동방선기,"13,541,002",kosdaq
45890,동부라이텍,"25,967,737",kosdaq
226440,동부스팩3호,"4,450,000",kosdaq
230490,동부제4호스팩,"5,300,000",kosdaq
33500,동성화인텍,"26,983,609",kosdaq
25950,동신건설,"8,400,000",kosdaq
88130,동아엘텍,"11,150,296",kosdaq
41930,동아화성,"15,800,000",kosdaq
38500,동양시멘트,"107,357,173",kosdaq
60380,동양에스텍,"10,000,000",kosdaq
79960,동양이엔피,"7,860,000",kosdaq
228340,동양파일,"20,000,000",kosdaq
104460,동양피엔에프,"10,713,625",kosdaq
88910,동우,"22,961,040",kosdaq
94170,동운아나텍,"5,991,000",kosdaq
13120,동원개발,"90,808,100",kosdaq
109860,동일금속,"7,000,000",kosdaq
32960,동일기연,"5,776,374",kosdaq
23790,동일철강,"7,345,085",kosdaq
5290,동진쎄미켐,"47,432,263",kosdaq
25900,동화기업,"14,356,756",kosdaq
78590,두올산업,"12,875,270",kosdaq
30350,드래곤플라이,"14,762,103",kosdaq
203650,드림시큐리티,"34,305,754",kosdaq
73190,디비케이,"11,968,040",kosdaq
66670,디스플레이텍,"18,691,918",kosdaq
214680,디알텍,"40,479,844",kosdaq
109740,디에스케이,"13,000,000",kosdaq
90710,디에스티로봇,"19,763,430",kosdaq
131030,디에이치피코리아,"16,564,797",kosdaq
196490,디에이테크놀로지,"6,043,686",kosdaq
66900,디에이피,"22,744,503",kosdaq
127120,디엔에이링크,"6,278,496",kosdaq
92070,디엔에프,"10,761,828",kosdaq
101000,디엠씨,"26,752,491",kosdaq
134580,디엠티,"11,250,000",kosdaq
39840,디오,"15,171,403",kosdaq
79810,디이엔티,"8,843,624",kosdaq
113810,디젠스,"21,625,452",kosdaq
43360,디지아이,"9,000,000",kosdaq
106520,디지탈옵틱,"20,674,616",kosdaq
68930,디지털대성,"22,230,973",kosdaq
33130,디지틀조선,"37,115,267",kosdaq
33310,디케이디앤아이,"21,972,411",kosdaq
105740,디케이락,"7,855,554",kosdaq
187220,디티앤씨,"9,854,054",kosdaq
131180,딜리,"29,350,000",kosdaq
42510,라온시큐어,"31,809,612",kosdaq
50120,라이브플렉스,"41,621,527",kosdaq
171120,라이온켐텍,"15,386,005",kosdaq
171010,램테크놀러지,"11,382,966",kosdaq
84650,랩지노믹스,"8,533,599",kosdaq
141080,레고켐바이오,"9,941,207",kosdaq
60300,레드로버,"42,637,001",kosdaq
38390,레드캡투어,"8,589,480",kosdaq
228850,레이언스,"16,591,014",kosdaq
47440,레이젠,"27,918,129",kosdaq
238120,로고스바이오,"3,561,724",kosdaq
90360,로보스타,"7,800,000",kosdaq
900260,로스웰,"90,781,250",kosdaq
16170,로엔,"25,291,705",kosdaq
67730,로지시스,"9,340,922",kosdaq
71280,로체시스템즈,"8,224,402",kosdaq
38060,루멘스,"47,276,784",kosdaq
82800,루미마이크로,"37,937,500",kosdaq
85370,루트로닉,"10,903,041",kosdaq
60240,룽투코리아,"18,770,196",kosdaq
42940,르네코,"14,653,838",kosdaq
58470,리노공업,"15,242,370",kosdaq
39980,리노스,"35,996,153",kosdaq
16100,리더스코스메틱,"17,939,517",kosdaq
197210,리드,"6,005,598",kosdaq
12700,리드코프,"26,749,230",kosdaq
38340,리젠,"54,698,949",kosdaq
131100,리켐,"16,540,382",kosdaq
42500,링네트,"14,786,878",kosdaq
98120,마이크로컨텍솔,"8,312,766",kosdaq
147760,마이크로프랜드,"10,641,366",kosdaq
35480,마제스타,"45,414,128",kosdaq
38290,마크로젠,"8,971,042",kosdaq
5990,매일유업,"13,608,376",kosdaq
127160,매직마이크로,"6,222,125",kosdaq
93520,매커스,"16,163,092",kosdaq
141070,맥스로텍,"23,976,973",kosdaq
67280,멀티캠퍼스,"5,926,779",kosdaq
72870,메가스터디,"4,016,291",kosdaq
215200,메가스터디교육,"2,324,376",kosdaq
133750,메가엠디,"22,368,593",kosdaq
41920,메디아나,"8,650,496",kosdaq
86900,메디톡스,"5,656,535",kosdaq
78160,메디포스트,"7,858,421",kosdaq
65650,메디프론,"26,579,113",kosdaq
21880,메이슨캐피탈,"73,267,748",kosdaq
140410,메지온,"8,158,000",kosdaq
59210,메타바이오메드,"21,874,423",kosdaq
58110,멕아이씨에스,"5,361,500",kosdaq
96640,멜파스,"21,257,151",kosdaq
80420,모다이노칩,"39,860,811",kosdaq
149940,모다정보통신,"13,140,093",kosdaq
80160,모두투어,"12,600,000",kosdaq
100030,모바일리더,"3,283,714",kosdaq
87260,모바일어플라이언스,"15,000,000",kosdaq
101330,모베이스,"15,552,000",kosdaq
33200,모아텍,"14,331,185",kosdaq
6920,모헨즈,"10,920,000",kosdaq
1810,무림SP,"22,137,500",kosdaq
161570,미동앤씨네마,"13,791,786",kosdaq
95500,미래나노텍,"23,289,533",kosdaq
215750,미래에셋제3호스팩,"6,100,000",kosdaq
239340,미래에셋제5호스팩,"4,800,000",kosdaq
49950,미래컴퍼니,"7,660,828",kosdaq
213090,미래테크놀로지,"5,500,000",kosdaq
207760,미스터블루,"24,160,954",kosdaq
59090,미코,"29,322,861",kosdaq
201490,미투온,"30,126,122",kosdaq
214180,민앤지,"5,943,314",kosdaq
206640,바디텍메드,"21,189,897",kosdaq
18700,바른손,"13,903,900",kosdaq
35620,바른손이앤에이,"67,158,894",kosdaq
64520,바른전자,"64,877,236",kosdaq
29480,바른테크놀로지,"22,555,655",kosdaq
53030,바이넥스,"31,298,448",kosdaq
84990,바이로메드,"15,956,260",kosdaq
64550,바이오니아,"16,124,568",kosdaq
208710,바이오로그디바이스,"27,402,512",kosdaq
142760,바이오리더스,"12,354,310",kosdaq
38460,바이오스마트,"17,430,967",kosdaq
86040,바이오톡스텍,"14,419,623",kosdaq
32980,바이온,"23,661,319",kosdaq
43150,바텍,"14,854,256",kosdaq
46310,백금T&A,"14,313,750",kosdaq
36620,버추얼텍,"17,373,922",kosdaq
104200,벅스,"14,827,550",kosdaq
177350,베셀,"11,192,368",kosdaq
225530,보광산업,"34,470,000",kosdaq
14100,보령메디앙스,"11,400,000",kosdaq
6910,보성파워텍,"45,854,719",kosdaq
26260,보타바이오,"29,967,702",kosdaq
14470,부방,"47,293,490",kosdaq
8470,부스타,"8,404,800",kosdaq
100120,뷰웍스,"10,001,865",kosdaq
66980,브레인콘텐츠,"150,322,233",kosdaq
64480,브리지텍,"11,952,500",kosdaq
33560,블루콤,"19,200,000",kosdaq
200780,비씨월드제약,"6,673,848",kosdaq
141000,비아트론,"12,114,710",kosdaq
90460,비에이치,"15,634,888",kosdaq
83650,비에이치아이,"26,000,000",kosdaq
86670,비엠티,"8,146,529",kosdaq
82920,비츠로셀,"16,325,752",kosdaq
54220,비츠로시스,"40,279,128",kosdaq
42370,비츠로테크,"22,353,873",kosdaq
32850,비트컴퓨터,"16,623,293",kosdaq
93190,빅솔론,"10,200,000",kosdaq
65450,빅텍,"24,500,000",kosdaq
69540,빛과전자,"7,169,354",kosdaq
72950,빛샘전자,"6,000,000",kosdaq
143240,사람인에이치알,"11,634,263",kosdaq
123260,사파이어테크놀로지,"8,327,769",kosdaq
100090,삼강엠앤티,"16,853,701",kosdaq
122350,삼기오토모티브,"30,827,256",kosdaq
14970,삼륭물산,"15,125,000",kosdaq
18310,삼목에스폼,"14,700,000",kosdaq
53700,삼보모터스,"12,178,935",kosdaq
9620,삼보산업,"1,400,000",kosdaq
23600,삼보판지,"14,000,000",kosdaq
111870,삼본정밀전자,"9,500,000",kosdaq
9300,삼아제약,"6,370,000",kosdaq
54540,삼영엠텍,"13,000,000",kosdaq
65570,삼영이엔씨,"8,800,000",kosdaq
82660,삼우엠스,"20,087,317",kosdaq
73640,삼원테크,"28,312,400",kosdaq
32280,삼일,"16,213,590",kosdaq
2290,삼일기업공사,"12,400,000",kosdaq
37460,삼지전자,"14,336,324",kosdaq
32750,삼진,"6,000,000",kosdaq
54090,삼진엘앤디,"22,863,430",kosdaq
250,삼천당제약,"22,105,813",kosdaq
24950,삼천리자전거,"13,273,577",kosdaq
17480,삼현철강,"15,702,890",kosdaq
46390,삼화네트웍스,"42,782,933",kosdaq
27580,상보,"27,147,587",kosdaq
91580,상신이디피,"11,295,050",kosdaq
89980,상아프론테크,"13,301,489",kosdaq
42600,새로닉스,"12,423,574",kosdaq
38070,서린바이오,"5,971,894",kosdaq
6730,서부T&D,"34,332,265",kosdaq
79650,서산,"20,000,000",kosdaq
100660,서암기계공업,"12,600,000",kosdaq
12860,서연전자,"27,000,000",kosdaq
19770,서연탑메탈,"11,650,000",kosdaq
43710,서울리거,"21,115,308",kosdaq
46890,서울반도체,"58,305,400",kosdaq
63170,서울옥션,"16,917,500",kosdaq
27040,서울전자통신,"60,541,638",kosdaq
18680,서울제약,"7,400,526",kosdaq
93920,서원인텍,"18,600,000",kosdaq
189860,서전기전,"4,849,390",kosdaq
122690,서진오토모티브,"16,032,475",kosdaq
140070,서플러스글로벌,"18,494,000",kosdaq
11370,서한,"100,894,865",kosdaq
65710,서호전기,"5,150,000",kosdaq
33790,서화정보통신,"11,411,400",kosdaq
35890,서희건설,"159,937,200",kosdaq
3100,선광,"6,600,000",kosdaq
123420,선데이토즈,"9,569,842",kosdaq
14620,성광벤드,"28,600,000",kosdaq
37350,성도이엔지,"15,470,000",kosdaq
81580,성우전자,"15,508,143",kosdaq
45300,성우테크론,"8,360,090",kosdaq
15750,성우하이텍,"60,000,000",kosdaq
80470,성창오토텍,"7,300,000",kosdaq
43260,성호전자,"29,506,142",kosdaq
53060,세동,"13,468,840",kosdaq
17510,세명전기,"15,246,000",kosdaq
214310,세미콘라이트,"45,626,000",kosdaq
11560,세보엠이씨,"10,530,000",kosdaq
121800,세븐스타웍스,"18,553,369",kosdaq
100700,세운메디칼,"43,800,000",kosdaq
24830,세원물산,"8,350,000",kosdaq
36630,세종텔레콤,"300,326,126",kosdaq
39310,세중,"18,121,667",kosdaq
80440,세진전자,"29,448,159",kosdaq
67770,세진티에스,"8,396,593",kosdaq
53450,세코닉스,"10,925,918",kosdaq
95300,세한엔에스브이,"12,557,256",kosdaq
49180,셀루메드,"181,553,846",kosdaq
108860,셀바스AI,"22,055,945",kosdaq
208370,셀바스헬스케어,"12,645,279",kosdaq
68270,셀트리온,"116,598,327",kosdaq
68760,셀트리온제약,"31,655,351",kosdaq
53110,소리바다,"43,251,553",kosdaq
32680,소프트센,"30,780,260",kosdaq
66910,손오공,"21,896,161",kosdaq
43100,솔고바이오,"119,725,785",kosdaq
70300,솔라시아,"6,166,074",kosdaq
154040,솔루에타,"11,026,516",kosdaq
35610,솔본,"27,345,997",kosdaq
36830,솔브레인,"16,563,161",kosdaq
230980,솔트웍스,"8,707,520",kosdaq
86980,쇼박스,"62,600,000",kosdaq
50960,수산아이앤티,"6,751,000",kosdaq
84180,수성,"8,200,000",kosdaq
236200,슈프리마,"7,080,273",kosdaq
94840,슈프리마에이치큐,"10,471,840",kosdaq
192440,슈피겐코리아,"6,216,363",kosdaq
99440,스맥,"23,717,160",kosdaq
115570,스타플렉스,"6,453,734",kosdaq
87220,스틸플라워,"72,172,928",kosdaq
28040,스페로 글로벌,"18,417,528",kosdaq
13810,스페코,"13,818,790",kosdaq
39670,스포츠서울,"17,625,088",kosdaq
49830,승일,"6,132,112",kosdaq
20710,시공테크,"20,047,970",kosdaq
33170,시그네틱스,"85,728,319",kosdaq
25320,시노펙스,"64,331,971",kosdaq
131090,시큐브,"6,800,000",kosdaq
1000,신라섬유,"24,277,540",kosdaq
25870,신라에스지,"4,000,000",kosdaq
215600,신라젠,"63,196,889",kosdaq
65350,신성델타테크,"20,555,553",kosdaq
56000,신스타임즈,"14,016,600",kosdaq
86830,신양오라컴,"61,472,389",kosdaq
225590,신영스팩2호,"5,105,000",kosdaq
17000,신원종합개발,"10,068,027",kosdaq
12790,신일제약,"7,900,000",kosdaq
138070,신진에스엠,"8,972,183",kosdaq
257730,신한제3호스팩,"3,505,000",kosdaq
56700,신화인터텍,"29,135,091",kosdaq
187270,신화콘텍,"8,048,613",kosdaq
108320,실리콘웍스,"16,264,300",kosdaq
222800,심텍,"22,326,407",kosdaq
36710,심텍홀딩스,"34,895,833",kosdaq
160980,싸이맥스,"5,430,863",kosdaq
10280,쌍용정보통신,"40,464,034",kosdaq
51170,썬코어,"35,010,085",kosdaq
122800,썬텍,"22,074,960",kosdaq
208640,썸에이지,"74,310,529",kosdaq
222420,쎄노텍,"38,209,657",kosdaq
37760,쎄니트,"33,212,354",kosdaq
136510,쎄미시스코,"5,400,000",kosdaq
99320,쎄트렉아이,"3,659,990",kosdaq
49960,쎌바이오텍,"9,400,000",kosdaq
50890,쏠리드,"31,475,406",kosdaq
99830,씨그널엔터테인먼트그룹,"91,058,178",kosdaq
66790,씨씨에스,"79,138,321",kosdaq
222080,씨아이에스,"50,017,823",kosdaq
115530,씨엔플러스,"5,143,413",kosdaq
225330,씨엠에스에듀,"4,226,182",kosdaq
115480,씨유메디칼,"14,394,101",kosdaq
96530,씨젠,"26,234,020",kosdaq
900120,씨케이에이치,"110,404,457",kosdaq
101240,씨큐브,"7,579,080",kosdaq
47920,씨트리,"11,840,017",kosdaq
60590,씨티씨바이오,"17,525,133",kosdaq
36170,씨티엘,"48,193,109",kosdaq
13990,아가방컴퍼니,"32,887,536",kosdaq
123860,아나패스,"10,127,700",kosdaq
58220,아리온,"69,705,365",kosdaq
52710,아모텍,"9,743,406",kosdaq
74430,아미노로직스,"87,826,844",kosdaq
92040,아미코젠,"9,115,755",kosdaq
83930,아바코,"15,996,505",kosdaq
149950,아바텍,"15,607,500",kosdaq
36010,아비코전자,"13,292,934",kosdaq
50860,아세아텍,"17,500,000",kosdaq
67390,아스트,"14,423,239",kosdaq
127710,아시아경제,"25,244,030",kosdaq
143160,아이디스,"10,716,390",kosdaq
54800,아이디스홀딩스,"10,347,756",kosdaq
60570,아이리버,"31,096,196",kosdaq
99190,아이센스,"13,720,858",kosdaq
214430,아이쓰리시스템,"3,374,400",kosdaq
40910,아이씨디,"16,450,664",kosdaq
68940,아이씨케이,"12,471,889",kosdaq
52860,아이앤씨,"14,542,351",kosdaq
69920,아이에스이커머스,"25,514,093",kosdaq
38880,아이에이,"40,336,498",kosdaq
101390,아이엠,"22,572,009",kosdaq
226350,아이엠텍,"16,970,500",kosdaq
78860,아이오케이,"117,637,095",kosdaq
114810,아이원스,"10,495,566",kosdaq
23430,아이이,"290,713,647",kosdaq
31310,아이즈비전,"15,772,574",kosdaq
185490,아이진,"10,037,000",kosdaq
59100,아이컴포넌트,"7,070,860",kosdaq
52460,아이크래프트,"8,053,968",kosdaq
119830,아이텍반도체,"5,209,046",kosdaq
124500,아이티센,"9,358,232",kosdaq
32080,아즈텍WB,"19,959,441",kosdaq
13310,아진산업,"12,954,496",kosdaq
